cep,uf,cidade,bairro,logradouro,lat,lng,city_source,geo_source,updated_at
86828000,PR,Mauá da Serra,,,-23.9045517,-51.2261166,brasilapi,brasilapi,2026-02-23T23:50:19.185Z
86865000,PR,Lidianópolis,,,-24.1073464,-51.6525676,brasilapi,brasilapi,2026-02-23T23:50:19.305Z
87010355,PR,Maringá,Zona 02,Avenida São Paulo,-23.4389487,-51.9244585,brasilapi,brasilapi,2026-02-23T23:50:19.391Z
87020010,PR,Maringá,Zona 07,Avenida Prudente de Morais,-23.4156858,-51.9413528,brasilapi,brasilapi,2026-02-23T23:50:19.491Z
87020440,PR,Maringá,Vila Esperança,Rua Alencar de Oliveira Paiva,-23.4017913,-51.9474469,brasilapi,brasilapi,2026-02-23T23:50:19.588Z
87020600,PR,Maringá,Vila Esperança,Rua Júlio Favoretto,-23.4013075,-51.9389752,brasilapi,brasilapi,2026-02-23T23:50:19.678Z
87302200,PR,Campo Mourão,Centro,Rua Prefeito Roberto Brzezinski,-24.04309,-52.37929,brasilapi,open-meteo,2026-02-23T23:50:19.977Z
89012170,SC,Blumenau,Victor Konder,Rua Victor Konder,-26.9113011,-49.0754098,brasilapi,brasilapi,2026-02-23T23:50:19.867Z
89012340,SC,Blumenau,Boa Vista,Rua Henrique Krohberger,-26.900259,-49.0655093,brasilapi,brasilapi,2026-02-23T23:50:20.070Z
89057100,SC,Blumenau,Fortaleza,Rua Agrolândia,-26.91944,-49.06611,brasilapi,open-meteo,2026-02-23T23:50:20.357Z
89172000,SC,Pouso Redondo,,,-27.2567443,-49.9331593,brasilapi,brasilapi,2026-02-23T23:50:20.255Z
89207600,SC,Joinville,Guanabara,Rua Ursa Maior,-26.3204429,-48.8277529,brasilapi,brasilapi,2026-02-23T23:50:20.444Z
89254198,SC,Jaraguá do Sul,Três Rios do Sul,Rua Três Marias,-26.4569537,-49.1192455,brasilapi,brasilapi,2026-02-23T23:50:20.551Z
89504593,SC,Caçador,Reunidas,Rua Presciliana Aires de Arruda Maia,-26.77528,-51.015,brasilapi,open-meteo,2026-02-23T23:50:20.816Z
89600000,SC,Joaçaba,,,-27.1737204,-51.5065214,brasilapi,brasilapi,2026-02-23T23:50:20.738Z
89825000,SC,Xaxim,,,-26.9605363,-52.5335505,brasilapi,brasilapi,2026-02-23T23:50:20.922Z
94000001,,,,,,,,,2026-02-23T23:50:52.782Z
95043630,RS,Caxias do Sul,São José,Rua João Scarpini,-29.16806,-51.17944,brasilapi,open-meteo,2026-02-23T23:50:21.295Z
95520000,RS,Osório,,,-29.8890733,-50.2740498,brasilapi,brasilapi,2026-02-23T23:50:21.495Z
96780224,RS,Camaquã,Jardim do Forte,Rua Teodolino Gomes de Andrade,-30.85111,-51.81222,brasilapi,open-meteo,2026-02-23T23:50:21.888Z
96822740,RS,Santa Cruz do Sul,Linha Santa Cruz,Estrada Linha Áustria,-29.6621432,-52.3832713,brasilapi,brasilapi,2026-02-23T23:50:22.079Z
96843522,RS,Santa Cruz do Sul,Santuário,Rua Santa Marcelina,-29.7175,-52.42583,brasilapi,open-meteo,2026-02-23T23:50:22.467Z
96930000,RS,Candelária,,,-29.6662728,-52.799719,brasilapi,brasilapi,2026-02-23T23:50:22.654Z
97940000,RS,Salvador das Missões,,,-28.12639,-54.83528,brasilapi,open-meteo,2026-02-23T23:50:23.020Z
98390000,RS,Erval Seco,,,-27.5511418,-53.506851,brasilapi,brasilapi,2026-02-23T23:50:23.216Z
98750000,RS,Ajuricaba,,,-28.239654,-53.7693013,brasilapi,brasilapi,2026-02-23T23:50:23.411Z
98794164,RS,Santa Rosa,Planalto,Rua Professor Liberato Salzano,14.31222,121.11139,brasilapi,open-meteo,2026-02-23T23:50:23.811Z
98865000,RS,São Miguel das Missões,,,-28.5451471,-54.5469209,brasilapi,brasilapi,2026-02-23T23:50:24.002Z
98910000,RS,Três de Maio,,,-27.7799415,-54.2356626,brasilapi,brasilapi,2026-02-23T23:50:24.183Z
99965000,RS,Água Santa,,,19.18833,-96.91694,brasilapi,open-meteo,2026-02-23T23:50:24.554Z
